customer_id,customer_name,signup_date,home_store,loyalty_tier,total_orders,lifetime_revenue,first_purchase,last_purchase
C00760,Sara Sharma,2023-02-16,S01,Gold,13,71352.39,2024-01-07,2025-11-11
C00761,Diya Joseph,2023-11-20,S07,Platinum,16,85031.66,2024-03-16,2025-12-19
C00762,Sanjay Nair,2023-05-10,S06,Platinum,14,77163.25,2024-02-13,2025-10-20
C00763,Rohan Thomas,2024-02-15,S05,Silver,1,6250.72,2024-10-12,2024-10-12
C00764,Anjali Joseph,2023-04-05,S04,Silver,2,7922.12,2024-07-16,2025-02-26
C00765,Ananya Menon,2023-10-19,S01,Bronze,16,77617.55,2024-01-02,2025-12-29
C00766,Vikram Das,2023-10-10,S06,Bronze,1,2435.93,2025-12-20,2025-12-20
C00767,Nikhil Krishnan,2023-03-10,S04,Silver,3,3469.06,2024-01-11,2025-04-04
C00768,Priya Gupta,2023-01-11,S05,Silver,4,14714.2,2024-04-23,2025-11-29
C00769,Karthik Patel,2023-09-11,S04,Platinum,4,69036.02,2024-01-27,2025-02-16
C00770,Nikhil Varma,2023-05-14,S10,Bronze,12,37982.64,2024-01-12,2025-09-28
C00771,Diya Kumar,2023-01-23,S05,Silver,11,46505.58,2024-02-18,2025-10-27
C00772,Neha Rao,2023-12-12,S07,Silver,4,37724.01,2024-12-17,2025-12-03
C00773,Vikram Rao,2023-10-29,S09,Bronze,2,2965.48,2025-07-07,2025-09-24
C00774,Divya Varma,2023-12-29,S05,Silver,10,60674.25,2024-01-02,2025-10-11
C00775,Anjali Menon,2024-01-31,S01,Silver,8,26528.81,2024-03-16,2025-10-03
C00776,Aditya Menon,2023-08-06,S01,Silver,11,43968.17,2024-01-01,2025-12-29
C00777,Aarav Rao,2023-05-21,S06,Silver,16,78944.66,2024-02-13,2025-12-12
C00778,Neha Nair,2023-07-29,S03,Bronze,2,5140.16,2024-02-19,2025-10-20
C00779,Priya Nair,2024-04-04,S05,Silver,4,12919.19,2024-12-29,2025-12-12
C00780,Priya Nair,2023-12-22,S02,Silver,5,55748.78,2024-04-01,2025-12-21
C00781,Aditya Krishnan,2023-11-20,S03,Silver,5,12406.46,2024-05-18,2025-05-31
C00782,Anjali Kumar,2023-05-13,S04,Silver,22,78109.44,2024-02-02,2025-10-29
C00783,Aditya Das,2023-05-07,S10,Bronze,4,8061.84,2024-06-15,2025-10-12
C00784,Vikram Sharma,2023-04-16,S06,Bronze,2,21182.43,2024-06-09,2025-11-30
C00785,Kavya Thomas,2024-01-13,S09,Bronze,8,31563.88,2024-03-25,2025-12-28
C00786,Divya Sharma,2023-02-20,S10,Bronze,1,3180.6,2025-10-22,2025-10-22
C00787,Riya Das,2023-01-29,S02,Silver,9,40137.32,2024-03-17,2025-05-09
C00788,Aarav Nair,2024-04-06,S03,Gold,1,10694.29,2024-10-02,2024-10-02
C00789,Sara Reddy,2023-10-23,S07,Bronze,3,8402.93,2024-03-13,2025-11-26
C00790,Riya Rao,2023-10-24,S08,Bronze,2,4724.13,2025-03-13,2025-08-16
C00791,Meera Joseph,2024-02-11,S05,Bronze,1,1581.66,2025-08-31,2025-08-31
C00792,Kavya Varma,2024-02-09,S10,Bronze,4,34039.04,2024-02-09,2024-11-29
C00793,Ishaan Sharma,2023-12-12,S01,Silver,5,28353.96,2024-01-12,2025-06-02
C00794,Riya Kumar,2024-02-24,S03,Gold,6,48881.92,2024-03-06,2025-10-18
C00795,Rohan Thomas,2023-07-01,S06,Gold,6,40396.18,2024-02-24,2025-11-09
C00796,Arjun Rao,2023-01-01,S04,Bronze,7,39533.18,2024-06-06,2025-11-17
C00797,Divya Kumar,2024-01-06,S01,Platinum,27,122208.2,2024-02-13,2025-12-04
C00798,Aarav Rao,2024-03-06,S03,Bronze,1,3903.46,2024-12-30,2024-12-30
C00799,Karthik Sharma,2023-11-05,S01,Silver,3,38448.5,2024-03-22,2025-05-31
C00800,Aditya Sharma,2023-05-17,S06,Silver,7,41968.12,2024-01-10,2025-11-18
C00801,Ananya Joseph,2023-07-21,S08,Silver,6,28008.74,2024-04-27,2025-05-10
C00802,Arjun Menon,2024-03-11,S08,Bronze,5,25352.05,2025-02-06,2025-10-29
C00803,Divya Varma,2023-11-09,S06,Bronze,4,12677.43,2024-05-16,2025-05-14
C00804,Anjali Varma,2023-04-27,S04,Silver,3,12585.72,2024-08-21,2025-12-07
C00805,Priya Nair,2023-09-01,S05,Bronze,2,3299.96,2024-06-23,2025-05-17
C00806,Karthik Thomas,2024-06-20,S01,Bronze,2,21262.8,2024-12-24,2025-06-04
C00807,Vivaan Varma,2023-03-16,S03,Silver,0,0.0,,
C00808,Riya Sharma,2024-01-21,S02,Silver,6,29854.64,2024-03-09,2025-11-20
C00809,Meera Menon,2023-07-29,S08,Silver,7,18493.97,2024-07-05,2025-12-22
C00810,Sara Gupta,2024-04-19,S09,Bronze,8,11489.17,2024-10-05,2025-10-27
C00811,Nikhil Joseph,2024-02-22,S05,Gold,1,3721.56,2024-09-06,2024-09-06
C00812,Anjali Thomas,2023-12-13,S06,Bronze,7,57000.72,2024-01-22,2025-10-16
C00813,Riya Varma,2024-06-12,S01,Gold,9,35288.69,2024-10-21,2025-12-25
C00814,Vivaan Sharma,2023-06-28,S05,Bronze,11,26664.79,2024-03-21,2025-12-30
C00815,Vikram Krishnan,2023-07-01,S06,Silver,4,18483.98,2024-05-06,2025-04-30
C00816,Divya Pillai,2023-01-25,S04,Gold,2,15792.93,2024-12-04,2025-09-24
C00817,Priya Das,2023-06-29,S02,Bronze,10,46040.55,2024-05-24,2025-10-14
C00818,Vivaan Sharma,2024-05-15,S08,Bronze,4,18695.26,2024-06-06,2025-11-07
C00819,Divya Pillai,2023-06-10,S07,Bronze,1,9971.46,2024-10-27,2024-10-27
C00820,Vivaan Varma,2023-06-26,S08,Bronze,14,42661.02,2024-02-24,2025-12-18
C00821,Divya Reddy,2023-10-12,S08,Silver,7,43430.92,2024-03-29,2025-12-30
C00822,Karthik Sharma,2023-03-04,S10,Bronze,6,25499.05,2024-03-06,2025-03-07
C00823,Sanjay Varma,2023-06-05,S02,Gold,14,75612.91,2024-06-05,2025-12-22
C00824,Vikram Krishnan,2024-04-13,S01,Silver,7,44145.5,2024-06-14,2025-11-27
C00825,Neha Das,2023-02-18,S03,Bronze,5,32205.71,2024-08-12,2025-09-13
C00826,Kavya Pillai,2023-03-25,S01,Gold,10,30736.23,2024-04-19,2025-11-08
C00827,Ishaan Sharma,2023-12-27,S05,Bronze,8,66833.0,2024-04-16,2025-11-04
C00828,Arjun Iyer,2023-05-28,S06,Bronze,2,30644.61,2025-02-17,2025-07-22
C00829,Riya Kumar,2023-12-08,S05,Bronze,2,20307.33,2025-01-01,2025-04-02
C00830,Diya Krishnan,2024-04-20,S02,Silver,4,10300.17,2025-01-07,2025-06-28
C00831,Nikhil Pillai,2023-03-04,S09,Bronze,3,14126.86,2024-01-01,2025-01-07
C00832,Diya Kumar,2023-12-26,S01,Silver,11,74873.33,2024-01-16,2025-07-26
C00833,Diya Gupta,2023-11-23,S03,Bronze,6,43988.03,2024-04-13,2025-12-21
C00834,Nikhil Pillai,2023-05-21,S06,Platinum,17,67048.55,2024-02-16,2025-12-09
C00835,Ishaan Nair,2023-08-03,S07,Silver,6,31129.91,2025-04-24,2025-11-29
C00836,Meera Iyer,2024-03-10,S04,Bronze,7,37922.64,2024-05-18,2025-12-05
C00837,Arjun Reddy,2023-11-14,S01,Silver,3,13294.65,2024-05-26,2025-05-21
C00838,Meera Rao,2023-02-01,S06,Silver,4,26430.44,2024-02-14,2025-12-31
C00839,Aditya Kumar,2023-10-12,S01,Bronze,5,15719.64,2024-10-27,2025-12-13
C00840,Divya Kumar,2023-11-01,S01,Bronze,1,1351.76,2024-04-29,2024-04-29
C00841,Divya Rao,2024-03-04,S06,Bronze,3,13032.27,2024-04-21,2025-12-25
C00842,Priya Reddy,2024-04-21,S03,Gold,5,31332.92,2024-07-26,2024-12-26
C00843,Priya Kumar,2023-10-13,S03,Silver,1,16688.16,2025-03-21,2025-03-21
C00844,Divya Menon,2023-05-24,S04,Bronze,5,15329.96,2025-01-23,2025-12-12
C00845,Rohan Rao,2024-02-28,S10,Bronze,5,16285.99,2024-09-27,2025-05-27
C00846,Anjali Nair,2023-01-19,S10,Silver,2,5906.48,2024-09-24,2025-12-23
C00847,Aditya Thomas,2023-01-18,S04,Silver,17,51850.93,2024-03-15,2025-10-09
C00848,Neha Nair,2024-01-06,S03,Silver,18,115276.87,2024-03-23,2025-12-11
C00849,Priya Kumar,2023-06-24,S03,Platinum,34,203214.17,2024-02-01,2025-12-29
C00850,Ananya Rao,2023-07-13,S03,Bronze,5,17460.84,2024-10-17,2025-11-10
C00851,Karthik Menon,2024-05-16,S05,Bronze,1,2417.48,2024-08-20,2024-08-20
C00852,Sara Iyer,2023-04-23,S05,Bronze,11,46609.1,2024-01-14,2025-09-15
C00853,Ananya Menon,2023-04-24,S04,Gold,7,23676.68,2024-10-02,2025-08-16
C00854,Diya Pillai,2023-08-10,S04,Bronze,4,30369.65,2024-06-28,2025-12-28
C00855,Vivaan Varma,2023-09-21,S02,Bronze,6,16354.01,2024-01-25,2025-08-22
C00856,Anjali Rao,2023-02-24,S04,Silver,7,24632.54,2024-01-08,2025-10-05
C00857,Vivaan Reddy,2024-04-02,S03,Bronze,0,0.0,,
C00858,Meera Joseph,2023-06-11,S05,Bronze,1,4870.88,2025-11-28,2025-11-28
C00859,Neha Krishnan,2024-01-15,S06,Silver,11,44507.22,2024-02-01,2025-10-20
C00860,Priya Gupta,2023-03-28,S06,Bronze,3,13582.26,2024-06-17,2025-07-03
C00861,Vivaan Das,2023-02-24,S04,Bronze,14,76332.17,2024-01-15,2025-12-27
C00862,Arjun Varma,2024-04-20,S05,Silver,7,102005.46,2024-06-05,2025-11-16
C00863,Ananya Rao,2023-06-27,S03,Bronze,2,7751.65,2024-05-06,2024-08-26
C00864,Vikram Das,2024-01-26,S01,Bronze,31,150429.74,2024-02-09,2025-12-29
C00865,Ananya Joseph,2023-12-15,S06,Platinum,3,11477.98,2024-04-07,2025-12-28
C00866,Sara Varma,2023-01-08,S02,Bronze,3,14628.07,2024-10-25,2025-07-12
C00867,Divya Reddy,2023-11-09,S06,Silver,4,14358.32,2024-04-26,2025-11-07
C00868,Sanjay Iyer,2024-03-18,S07,Bronze,8,36478.76,2024-10-16,2025-12-03
C00869,Priya Menon,2023-11-24,S09,Silver,1,1607.48,2025-11-29,2025-11-29
C00870,Kavya Sharma,2023-02-23,S10,Bronze,6,41794.57,2024-08-21,2025-07-06
C00871,Kavya Gupta,2023-08-27,S01,Bronze,4,32115.99,2024-02-21,2025-04-24
C00872,Aarav Rao,2023-08-17,S10,Bronze,4,15070.24,2024-10-09,2025-08-05
C00873,Ishaan Reddy,2023-02-20,S06,Silver,15,97889.71,2024-02-27,2025-12-07
C00874,Priya Reddy,2023-09-21,S06,Silver,10,29430.08,2024-01-03,2025-12-27
C00875,Priya Rao,2024-02-22,S01,Bronze,5,27589.68,2024-04-27,2025-12-13
C00876,Ishaan Nair,2023-04-06,S08,Platinum,14,91766.21,2024-03-08,2025-12-16
C00877,Neha Menon,2023-03-29,S01,Bronze,1,1089.22,2024-06-19,2024-06-19
C00878,Ishaan Das,2023-03-19,S08,Silver,3,7622.85,2024-03-28,2024-08-14
C00879,Neha Rao,2023-10-15,S01,Bronze,2,6409.23,2024-02-18,2024-12-10
C00880,Meera Iyer,2023-04-30,S06,Silver,20,103324.81,2024-01-13,2025-12-13
C00881,Ishaan Iyer,2024-05-05,S04,Gold,17,129432.19,2024-05-26,2025-12-18
C00882,Kavya Das,2024-03-27,S02,Silver,3,6241.76,2024-10-04,2025-03-19
C00883,Aarav Krishnan,2024-05-14,S01,Bronze,0,0.0,,
C00884,Sanjay Das,2023-06-14,S04,Bronze,6,34312.79,2024-04-12,2024-10-23
C00885,Vikram Varma,2023-07-01,S01,Gold,2,56564.61,2025-01-03,2025-12-14
C00886,Riya Rao,2024-04-13,S04,Bronze,3,13192.12,2024-10-21,2025-10-07
C00887,Sara Thomas,2023-01-07,S06,Bronze,2,11710.78,2024-06-21,2024-10-31
C00888,Vikram Rao,2023-11-26,S08,Bronze,5,14257.48,2024-11-14,2025-12-14
C00889,Sara Rao,2023-05-31,S06,Bronze,6,23843.57,2024-09-18,2025-12-27
C00890,Arjun Kumar,2023-03-26,S01,Bronze,1,16271.45,2024-07-05,2024-07-05
C00891,Vivaan Gupta,2023-05-27,S03,Gold,7,45218.57,2024-01-19,2025-09-11
C00892,Vikram Das,2024-01-16,S03,Silver,12,58490.91,2024-02-07,2025-12-11
C00893,Kavya Das,2023-10-12,S09,Silver,7,34797.38,2024-02-02,2025-11-19
C00894,Aarav Iyer,2023-03-23,S08,Bronze,15,88026.38,2024-02-29,2025-12-23
C00895,Vivaan Menon,2024-05-28,S03,Silver,6,27600.78,2024-09-28,2025-12-07
C00896,Nikhil Nair,2024-06-06,S01,Silver,10,87360.41,2024-07-22,2025-10-29
C00897,Diya Menon,2024-01-21,S08,Silver,1,7614.63,2025-11-05,2025-11-05
C00898,Vikram Pillai,2024-04-15,S08,Bronze,2,13356.79,2024-08-25,2024-10-13
C00899,Neha Menon,2023-04-29,S08,Platinum,15,114666.47,2024-04-21,2025-12-29
C00900,Sanjay Thomas,2024-01-31,S08,Silver,1,27202.0,2024-11-29,2024-11-29
C00901,Meera Joseph,2024-06-15,S04,Gold,4,14841.0,2024-08-27,2025-08-28
C00902,Priya Iyer,2023-09-18,S02,Bronze,4,15117.87,2024-07-12,2025-10-29
C00903,Sara Kumar,2023-09-13,S04,Bronze,7,30940.52,2024-03-08,2025-07-19
C00904,Vikram Nair,2023-08-14,S04,Bronze,2,7993.17,2024-05-15,2025-09-12
C00905,Arjun Menon,2023-02-22,S04,Gold,0,0.0,,
C00906,Ananya Nair,2024-05-14,S05,Bronze,2,1292.68,2024-11-24,2024-12-27
C00907,Nikhil Joseph,2024-05-20,S02,Gold,6,56993.91,2024-06-06,2025-08-27
C00908,Meera Gupta,2023-12-30,S03,Gold,16,132518.97,2024-02-21,2025-11-06
C00909,Ananya Rao,2023-10-07,S04,Silver,15,80721.78,2024-02-14,2025-12-09
C00910,Neha Menon,2023-06-07,S01,Silver,2,17711.89,2025-11-27,2025-12-01
C00911,Diya Thomas,2023-02-28,S04,Silver,5,19229.61,2024-03-02,2025-10-15
C00912,Neha Rao,2023-05-08,S08,Silver,9,26711.67,2024-05-11,2025-06-04
C00913,Riya Nair,2023-04-25,S08,Bronze,4,15454.12,2024-03-14,2025-06-23
C00914,Priya Das,2023-07-28,S04,Silver,7,49210.69,2024-01-23,2025-11-02
C00915,Vivaan Iyer,2024-06-09,S05,Gold,21,133570.06,2024-07-13,2025-12-28
C00916,Meera Menon,2024-06-04,S01,Bronze,7,25975.91,2024-06-19,2025-07-28
C00917,Riya Iyer,2023-08-25,S06,Platinum,5,26294.09,2024-02-07,2025-08-22
C00918,Karthik Pillai,2023-10-08,S04,Bronze,3,3635.98,2025-05-19,2025-10-14
C00919,Aditya Rao,2023-12-25,S04,Bronze,9,41613.11,2024-03-12,2025-04-04
C00920,Meera Krishnan,2023-07-20,S08,Bronze,6,19806.99,2024-03-18,2025-08-31
C00921,Priya Menon,2023-10-05,S04,Bronze,12,53491.89,2024-03-09,2025-09-27
C00922,Arjun Varma,2023-08-23,S01,Gold,1,5229.92,2025-08-14,2025-08-14
C00923,Sanjay Joseph,2024-05-08,S02,Gold,4,16853.26,2024-08-15,2025-09-23
C00924,Diya Reddy,2023-01-04,S04,Gold,0,0.0,,
C00925,Priya Menon,2024-03-17,S04,Platinum,5,25819.84,2024-04-26,2025-10-04
C00926,Diya Kumar,2023-01-29,S08,Bronze,9,25906.93,2024-03-11,2025-10-11
C00927,Priya Kumar,2023-04-19,S05,Bronze,8,53015.24,2024-01-16,2025-08-25
C00928,Meera Thomas,2023-03-16,S06,Silver,6,17838.61,2024-01-03,2025-10-26
C00929,Rohan Patel,2023-05-26,S04,Gold,11,101799.47,2024-01-27,2025-12-08
C00930,Diya Joseph,2023-05-08,S04,Bronze,1,526.63,2024-02-10,2024-02-10
C00931,Diya Krishnan,2023-02-11,S04,Platinum,21,88464.77,2024-04-07,2025-12-13
C00932,Sara Sharma,2023-12-22,S04,Silver,6,18847.37,2024-05-04,2025-08-20
C00933,Karthik Gupta,2023-02-10,S05,Platinum,25,192644.18,2024-01-19,2025-11-19
C00934,Divya Menon,2023-02-03,S02,Bronze,3,24325.38,2025-06-28,2025-10-17
C00935,Nikhil Rao,2023-01-17,S08,Silver,3,18221.88,2024-03-05,2025-04-27
C00936,Kavya Das,2023-06-02,S03,Gold,25,127634.81,2024-04-16,2025-12-19
C00937,Aditya Patel,2024-01-13,S01,Gold,25,115023.43,2024-02-08,2025-11-30
C00938,Nikhil Sharma,2023-12-08,S01,Bronze,3,31377.44,2024-11-09,2025-09-28
C00939,Ishaan Nair,2023-01-27,S01,Gold,5,23644.88,2024-04-07,2024-12-26
C00940,Ananya Krishnan,2023-10-14,S04,Gold,7,40023.46,2024-01-28,2025-11-09
C00941,Priya Rao,2023-06-17,S02,Bronze,1,3970.45,2024-08-07,2024-08-07
C00942,Diya Kumar,2023-09-25,S01,Bronze,1,3435.35,2025-11-26,2025-11-26
C00943,Riya Joseph,2024-03-30,S05,Silver,14,74469.67,2024-05-16,2025-11-26
C00944,Karthik Nair,2024-02-05,S06,Silver,2,36362.34,2025-10-14,2025-10-24
C00945,Kavya Das,2024-04-20,S01,Silver,0,0.0,,
C00946,Karthik Kumar,2023-05-10,S04,Bronze,3,32282.31,2025-02-27,2025-11-03
C00947,Riya Thomas,2023-12-29,S07,Silver,17,84961.51,2024-01-09,2025-12-04
C00948,Ananya Das,2023-10-19,S10,Silver,4,4758.56,2024-06-12,2025-02-14
C00949,Riya Patel,2024-01-06,S06,Bronze,15,50580.06,2024-02-07,2025-12-14
C00950,Sara Gupta,2023-01-29,S02,Silver,6,38097.4,2024-05-25,2025-10-26
C00951,Priya Varma,2023-05-29,S06,Bronze,8,61631.52,2024-01-07,2025-12-16
C00952,Diya Nair,2023-10-23,S05,Bronze,3,18617.57,2024-07-03,2025-12-14
C00953,Rohan Varma,2023-01-11,S02,Silver,2,1386.5,2024-07-08,2025-06-09
C00954,Diya Reddy,2024-05-26,S08,Platinum,3,11223.9,2024-10-29,2025-12-10
C00955,Vikram Reddy,2023-04-23,S04,Bronze,10,29425.34,2024-01-01,2025-11-16
C00956,Aditya Iyer,2023-07-06,S10,Bronze,22,75096.97,2024-02-19,2025-12-10
C00957,Vivaan Thomas,2023-08-15,S06,Bronze,11,45712.24,2024-03-05,2025-11-28
C00958,Vivaan Joseph,2023-11-06,S06,Bronze,11,38243.92,2024-01-26,2025-12-11
C00959,Kavya Rao,2023-04-08,S06,Bronze,5,63125.47,2024-04-07,2025-12-14
C00960,Karthik Rao,2023-02-24,S04,Silver,10,67694.2,2024-01-14,2025-04-11
C00961,Divya Krishnan,2024-02-10,S04,Bronze,13,71880.18,2024-02-22,2025-12-28
C00962,Sara Reddy,2023-03-10,S08,Platinum,7,40553.53,2024-03-04,2025-12-23
C00963,Ananya Iyer,2023-11-08,S06,Bronze,8,41112.63,2024-04-11,2025-12-01
C00964,Aarav Kumar,2023-10-16,S08,Gold,5,27485.2,2024-04-24,2025-07-11
C00965,Rohan Das,2023-05-28,S08,Gold,6,34708.06,2024-01-27,2025-12-22
C00966,Diya Pillai,2024-04-11,S10,Silver,4,25535.0,2024-05-20,2025-03-23
C00967,Sara Krishnan,2023-09-01,S06,Bronze,3,12349.26,2024-02-21,2025-06-07
C00968,Nikhil Reddy,2024-05-05,S04,Silver,0,0.0,,
C00969,Nikhil Iyer,2024-05-21,S02,Silver,4,12112.32,2024-09-10,2025-12-09
C00970,Neha Reddy,2023-12-31,S06,Gold,16,98879.92,2024-03-13,2025-11-08
C00971,Neha Rao,2024-04-26,S03,Silver,2,16394.24,2024-07-07,2024-11-15
C00972,Priya Reddy,2023-07-20,S03,Bronze,7,27794.18,2024-08-19,2025-12-29
C00973,Ananya Patel,2023-06-03,S02,Gold,5,14067.05,2024-02-21,2025-10-28
C00974,Sanjay Das,2024-03-25,S08,Platinum,13,71598.89,2024-05-11,2025-12-15
C00975,Ananya Gupta,2024-05-15,S08,Silver,9,61359.37,2024-07-18,2025-12-18
C00976,Priya Menon,2023-03-14,S06,Gold,14,73237.01,2024-01-22,2025-12-05
C00977,Ananya Iyer,2023-10-23,S04,Silver,14,85587.26,2024-03-13,2025-10-15
C00978,Aditya Gupta,2023-01-17,S06,Silver,7,72419.49,2024-05-16,2025-09-06
C00979,Sanjay Krishnan,2023-08-05,S05,Silver,2,3468.18,2025-05-21,2025-11-06
C00980,Aditya Thomas,2023-03-02,S04,Silver,8,31413.55,2024-10-04,2025-12-04
C00981,Vivaan Gupta,2023-02-11,S03,Bronze,0,0.0,,
C00982,Divya Sharma,2023-01-25,S03,Silver,2,11777.95,2024-02-21,2024-12-26
C00983,Rohan Patel,2023-02-08,S05,Silver,5,28882.47,2024-02-23,2025-12-22
C00984,Karthik Menon,2023-05-11,S06,Bronze,3,5289.55,2024-02-12,2025-03-26
C00985,Nikhil Varma,2024-05-12,S04,Bronze,7,46983.43,2024-07-07,2025-12-06
C00986,Sara Varma,2023-08-17,S10,Gold,3,21835.32,2025-08-31,2025-10-22
C00987,Vikram Iyer,2023-04-18,S01,Silver,8,32171.92,2024-01-06,2025-11-22
C00988,Vivaan Rao,2023-06-21,S03,Bronze,7,28232.17,2024-02-29,2025-09-02
C00989,Aarav Kumar,2024-03-10,S04,Gold,12,70940.58,2024-05-10,2025-11-27
C00990,Anjali Krishnan,2024-04-22,S01,Gold,6,66666.13,2024-06-13,2025-12-09
C00991,Aditya Thomas,2023-04-12,S03,Silver,3,6064.36,2024-11-27,2025-04-02
C00992,Sara Reddy,2024-06-07,S03,Bronze,6,21125.8,2024-06-22,2025-10-20
C00993,Kavya Rao,2023-10-02,S04,Platinum,33,157582.19,2024-01-03,2025-12-10
C00994,Anjali Thomas,2023-02-13,S03,Gold,27,111803.95,2024-01-02,2025-12-13
C00995,Ishaan Kumar,2023-01-17,S06,Bronze,13,64498.62,2024-01-28,2025-12-28
C00996,Ananya Nair,2023-11-26,S04,Bronze,3,6955.77,2025-03-14,2025-11-19
C00997,Rohan Sharma,2024-05-11,S01,Bronze,7,36281.36,2024-08-24,2025-08-07
C00998,Kavya Kumar,2023-01-12,S07,Silver,11,42123.03,2024-07-06,2025-12-03
C00999,Vivaan Nair,2023-11-14,S01,Bronze,2,9900.61,2024-02-09,2025-05-01
C01000,Meera Kumar,2023-08-04,S08,Silver,2,13583.55,2025-04-23,2025-05-21
C01001,Nikhil Patel,2023-12-05,S09,Bronze,8,31031.46,2024-01-20,2025-11-12
C01002,Nikhil Das,2023-03-22,S03,Gold,5,62313.62,2024-04-28,2024-12-14
C01003,Riya Pillai,2024-04-29,S09,Bronze,0,0.0,,
C01004,Arjun Menon,2024-01-09,S07,Silver,9,72550.69,2024-02-01,2025-11-06
C01005,Anjali Varma,2023-07-19,S09,Platinum,43,253069.31,2024-02-03,2025-12-15
C01006,Riya Gupta,2024-06-20,S06,Bronze,5,21444.28,2024-07-20,2025-04-25
C01007,Nikhil Joseph,2024-04-10,S02,Bronze,3,11969.99,2024-09-08,2025-09-22
C01008,Nikhil Krishnan,2023-03-30,S08,Gold,19,87252.67,2024-04-06,2025-12-26
C01009,Ananya Thomas,2023-09-25,S02,Bronze,1,5363.64,2025-03-05,2025-03-05
C01010,Priya Thomas,2024-05-03,S02,Gold,17,104305.53,2024-05-12,2025-10-14
C01011,Ananya Pillai,2024-06-21,S03,Bronze,2,10182.86,2025-02-26,2025-07-22
C01012,Anjali Reddy,2023-02-16,S03,Bronze,0,0.0,,
C01013,Sanjay Gupta,2023-10-15,S05,Gold,4,10650.75,2024-04-12,2025-08-28
C01014,Sanjay Kumar,2023-01-16,S06,Silver,8,29349.29,2024-06-01,2025-10-12
C01015,Anjali Varma,2024-02-05,S09,Silver,9,58780.49,2024-05-14,2025-12-22
C01016,Ananya Patel,2023-03-27,S01,Bronze,0,0.0,,
C01017,Priya Patel,2023-09-07,S10,Bronze,1,2417.48,2024-10-30,2024-10-30
C01018,Vikram Patel,2024-01-26,S09,Gold,11,45075.92,2024-04-18,2025-12-09
C01019,Riya Iyer,2023-12-01,S01,Bronze,4,21349.42,2024-10-22,2025-06-07
C01020,Nikhil Nair,2024-06-02,S03,Silver,0,0.0,,
C01021,Sanjay Iyer,2023-05-17,S08,Bronze,1,1170.28,2024-08-15,2024-08-15
C01022,Karthik Pillai,2024-05-12,S06,Bronze,2,5773.18,2025-01-04,2025-08-24
C01023,Karthik Menon,2024-04-21,S07,Gold,0,0.0,,
C01024,Divya Thomas,2023-08-11,S06,Gold,0,0.0,,
C01025,Ananya Sharma,2024-01-07,S04,Silver,3,9747.61,2024-05-12,2025-04-28
C01026,Vikram Sharma,2024-02-06,S01,Silver,5,15616.71,2024-07-08,2025-12-27
C01027,Neha Joseph,2024-03-18,S05,Silver,4,29274.24,2025-04-12,2025-10-21
C01028,Priya Kumar,2024-05-04,S01,Silver,1,1622.83,2025-10-16,2025-10-16
C01029,Priya Iyer,2023-09-30,S05,Silver,3,10955.75,2024-12-18,2025-03-31
C01030,Ananya Krishnan,2024-06-09,S07,Bronze,1,3435.35,2025-10-02,2025-10-02
C01031,Vivaan Menon,2023-06-08,S05,Bronze,3,9245.21,2025-04-05,2025-12-24
C01032,Diya Kumar,2023-06-01,S10,Platinum,17,59489.35,2024-02-26,2025-11-04
C01033,Sara Rao,2023-07-07,S04,Bronze,3,15402.82,2024-03-21,2024-12-02
C01034,Rohan Joseph,2023-04-08,S07,Bronze,15,83939.22,2024-02-03,2025-10-06
C01035,Kavya Iyer,2023-05-11,S06,Silver,25,133197.8,2024-04-18,2025-12-10
C01036,Sara Rao,2023-06-20,S10,Silver,13,54278.96,2024-01-20,2025-12-15
C01037,Ishaan Krishnan,2023-07-02,S06,Silver,6,23450.66,2024-04-02,2025-11-28
C01038,Neha Iyer,2023-12-30,S02,Bronze,9,79653.87,2024-01-19,2025-11-05
C01039,Meera Nair,2023-02-08,S10,Platinum,9,30174.45,2024-01-14,2025-12-09
C01040,Anjali Kumar,2024-06-10,S06,Silver,5,46472.13,2024-07-29,2025-07-27
C01041,Divya Iyer,2024-05-11,S01,Gold,10,37560.1,2024-10-08,2025-09-23
C01042,Anjali Gupta,2024-05-30,S06,Bronze,1,8123.69,2025-08-15,2025-08-15
C01043,Anjali Iyer,2023-12-15,S08,Bronze,4,17010.56,2024-01-26,2025-07-27
C01044,Vikram Joseph,2024-02-01,S05,Bronze,0,0.0,,
C01045,Meera Reddy,2023-06-10,S03,Bronze,4,31174.83,2024-05-21,2025-12-16
C01046,Arjun Patel,2023-01-16,S08,Bronze,2,13530.87,2024-02-19,2025-10-02
C01047,Neha Sharma,2024-05-07,S07,Bronze,0,0.0,,
C01048,Sanjay Nair,2024-03-01,S05,Silver,6,31193.43,2024-03-24,2025-07-18
C01049,Karthik Thomas,2023-04-18,S01,Silver,2,9114.91,2025-03-01,2025-03-06
C01050,Aarav Thomas,2024-03-25,S02,Gold,10,41166.35,2024-05-23,2025-10-03
C01051,Arjun Nair,2023-11-07,S07,Bronze,6,36788.13,2024-11-11,2025-10-17
C01052,Ananya Rao,2023-06-19,S07,Bronze,4,64406.09,2024-03-29,2025-10-20
C01053,Priya Rao,2024-06-29,S03,Bronze,3,31030.67,2025-01-28,2025-12-09
C01054,Ishaan Gupta,2024-02-18,S03,Bronze,3,12124.28,2024-03-01,2024-09-16
C01055,Aarav Kumar,2023-09-08,S01,Bronze,0,0.0,,
